Song Name,Artist,Genre,Popularity
Mere Zindagi,Sonu Nigam,Fusion,100
Din Jaan,Arijit Singh,Folk,82
Ishq Raat,KK,Retro,84
Dil Tere,Jubin Nautiyal,Punjabi,89
Tere Mere,Badshah,Bollywood,81
Jaan Zindagi,Sonu Nigam,Punjabi,89
Dil Tere,Badshah,Retro,92
Ishq Raat,Jubin Nautiyal,Hip-Hop,99
Mere Din,Arijit Singh,Pop,83
Din Din,Shreya Ghoshal,Retro,90
Mere Raat,Atif Aslam,Pop,89
Tere Dil,Badshah,Folk,85
Dil Jaan,Atif Aslam,Hip-Hop,100
Ishq Din,KK,Folk,97
Raat Dil,Arijit Singh,Punjabi,96
Ishq Ishq,Neha Kakkar,Hip-Hop,93
Din Raat,Badshah,Hip-Hop,100
Ishq Jaan,Sonu Nigam,Retro,81
Raat Tere,KK,Fusion,90
Mere Pyar,Shreya Ghoshal,Indie,96
Zindagi Raat,KK,Retro,80
Ishq Tere,Jubin Nautiyal,Punjabi,100
Mohabbat Pyar,Badshah,Indie,97
Jaan Tere,Shreya Ghoshal,Bollywood,81
Mohabbat Din,KK,Fusion,100
Dil Mohabbat,Badshah,Punjabi,91
Pyar Ishq,Atif Aslam,Punjabi,95
Mere Mohabbat,Shreya Ghoshal,Folk,87
Pyar Din,Atif Aslam,Retro,93
Dil Tere,Jubin Nautiyal,Indie,95
Dil Tere,Atif Aslam,Folk,98
Mohabbat Din,Badshah,Bollywood,81
Ishq Jaan,KK,Retro,82
Raat Dil,KK,Pop,83
Ishq Pyar,Jubin Nautiyal,Hip-Hop,92
Tere Mohabbat,Atif Aslam,Folk,90
Raat Tere,Jubin Nautiyal,Bollywood,93
Ishq Ishq,Atif Aslam,Fusion,96
Ishq Mohabbat,KK,Pop,81
Dil Dil,KK,Retro,100
Ishq Mohabbat,Badshah,Hip-Hop,80
Zindagi Ishq,Neha Kakkar,Fusion,85
Tere Pyar,Badshah,Fusion,95
Zindagi Mere,KK,Hip-Hop,90
Zindagi Dil,Jubin Nautiyal,Pop,98
Zindagi Mere,Arijit Singh,Punjabi,99
Ishq Tere,Jubin Nautiyal,Retro,84
Raat Dil,Sonu Nigam,Fusion,93
Tere Tere,Atif Aslam,Fusion,83
Raat Raat,Arijit Singh,Fusion,99
Tere Dil,Shreya Ghoshal,Pop,93
Raat Raat,KK,Retro,81
Dil Ishq,KK,Pop,91
Mere Pyar,Sonu Nigam,Bollywood,87
Din Mere,Badshah,Pop,100
Raat Raat,Shreya Ghoshal,Hip-Hop,89
Din Mohabbat,Atif Aslam,Indie,92
Pyar Pyar,Badshah,Folk,80
Dil Jaan,Arijit Singh,Bollywood,84
Pyar Din,Neha Kakkar,Fusion,94
Raat Mohabbat,Badshah,Bollywood,86
Raat Din,Badshah,Pop,99
Mere Din,Sonu Nigam,Punjabi,95
Mohabbat Jaan,Sonu Nigam,Folk,85
Ishq Mere,Neha Kakkar,Hip-Hop,87
Mere Dil,Shreya Ghoshal,Folk,82
Zindagi Raat,Arijit Singh,Pop,80
Raat Zindagi,Atif Aslam,Indie,88
Zindagi Ishq,Sonu Nigam,Punjabi,97
Tere Tere,KK,Fusion,81
Mere Pyar,Jubin Nautiyal,Folk,97
Din Tere,KK,Hip-Hop,96
Jaan Dil,Jubin Nautiyal,Indie,95
Ishq Zindagi,Atif Aslam,Pop,90
Tere Ishq,Shreya Ghoshal,Folk,85
Jaan Zindagi,Sonu Nigam,Hip-Hop,98
Mohabbat Raat,Atif Aslam,Retro,88
Pyar Mohabbat,Shreya Ghoshal,Bollywood,88
Mere Zindagi,Sonu Nigam,Folk,87
Ishq Mere,KK,Punjabi,88
Din Dil,Shreya Ghoshal,Bollywood,97
Mohabbat Tere,Badshah,Bollywood,92
Raat Mohabbat,Shreya Ghoshal,Bollywood,100
Din Jaan,Neha Kakkar,Punjabi,99
Raat Jaan,KK,Indie,99
Mohabbat Ishq,Jubin Nautiyal,Hip-Hop,83
Din Din,Atif Aslam,Retro,87
Din Dil,Arijit Singh,Fusion,89
Mere Zindagi,Shreya Ghoshal,Fusion,92
Mere Jaan,KK,Bollywood,83
Din Mohabbat,Arijit Singh,Folk,89
Tere Jaan,Atif Aslam,Pop,91
Tere Pyar,Atif Aslam,Fusion,93
Dil Dil,Shreya Ghoshal,Bollywood,81
Ishq Dil,Atif Aslam,Folk,94
Ishq Jaan,KK,Bollywood,99
Ishq Mohabbat,KK,Indie,99
Mohabbat Mohabbat,Jubin Nautiyal,Fusion,81
Tere Pyar,Atif Aslam,Punjabi,93
Tere Din,Shreya Ghoshal,Indie,88
Jaan Din,KK,Punjabi,95
Din Jaan,Jubin Nautiyal,Pop,90
Mohabbat Dil,Shreya Ghoshal,Pop,91
Raat Jaan,Badshah,Indie,87
Jaan Ishq,Atif Aslam,Bollywood,80
Jaan Mohabbat,Jubin Nautiyal,Indie,82
Mohabbat Ishq,Sonu Nigam,Folk,87
Raat Ishq,Sonu Nigam,Indie,82
Mohabbat Tere,Badshah,Retro,83
Jaan Ishq,Jubin Nautiyal,Folk,96
Din Mohabbat,Shreya Ghoshal,Folk,94
Mere Pyar,Arijit Singh,Pop,82
Mere Mere,KK,Fusion,83
Ishq Dil,Atif Aslam,Retro,100
Mohabbat Dil,Shreya Ghoshal,Fusion,99
Zindagi Tere,KK,Bollywood,83
Mohabbat Dil,Jubin Nautiyal,Hip-Hop,97
Mohabbat Dil,Badshah,Bollywood,82
Mohabbat Ishq,Sonu Nigam,Indie,86
Pyar Raat,Sonu Nigam,Indie,99
Pyar Mohabbat,Shreya Ghoshal,Folk,81
Ishq Pyar,Badshah,Retro,89
Tere Dil,Atif Aslam,Hip-Hop,88
Mohabbat Ishq,Sonu Nigam,Hip-Hop,98
Jaan Mere,Jubin Nautiyal,Pop,85
Mere Zindagi,KK,Hip-Hop,91
Ishq Zindagi,Sonu Nigam,Indie,81
Zindagi Din,Arijit Singh,Pop,93
Jaan Ishq,Sonu Nigam,Fusion,87
Jaan Mohabbat,Sonu Nigam,Fusion,98
Mere Pyar,Atif Aslam,Punjabi,94
Mere Tere,KK,Punjabi,88
Dil Jaan,Sonu Nigam,Fusion,80
Mere Raat,Jubin Nautiyal,Retro,86
Jaan Raat,KK,Hip-Hop,85
Mere Jaan,Shreya Ghoshal,Indie,83
Zindagi Dil,Badshah,Folk,98
Mohabbat Mohabbat,Sonu Nigam,Fusion,90
Din Mohabbat,Shreya Ghoshal,Hip-Hop,83
Mere Zindagi,Arijit Singh,Hip-Hop,87
Mere Mere,Atif Aslam,Punjabi,87
Jaan Raat,Sonu Nigam,Folk,86
Mere Raat,KK,Punjabi,98
Din Pyar,KK,Punjabi,83
Raat Dil,Neha Kakkar,Hip-Hop,88
Ishq Mere,Arijit Singh,Folk,95
Tere Pyar,Atif Aslam,Hip-Hop,80
Pyar Jaan,KK,Folk,90
Ishq Mohabbat,Atif Aslam,Punjabi,82
Dil Mere,Badshah,Fusion,90
Raat Zindagi,KK,Fusion,98
Jaan Mohabbat,KK,Hip-Hop,93
Jaan Dil,Neha Kakkar,Folk,93
Zindagi Mere,Arijit Singh,Hip-Hop,98
Tere Ishq,Jubin Nautiyal,Pop,90
Dil Din,Atif Aslam,Folk,94
Ishq Ishq,Badshah,Retro,97
Tere Ishq,Jubin Nautiyal,Bollywood,88
Tere Ishq,KK,Indie,82
Ishq Raat,Arijit Singh,Indie,84
Raat Tere,Jubin Nautiyal,Folk,83
Mere Mere,Sonu Nigam,Folk,93
Tere Tere,Sonu Nigam,Punjabi,99
Zindagi Mohabbat,Arijit Singh,Fusion,97
Ishq Jaan,Arijit Singh,Retro,99
Raat Pyar,Badshah,Retro,86
Raat Pyar,Atif Aslam,Folk,88
Zindagi Jaan,Arijit Singh,Bollywood,94
Dil Mere,Shreya Ghoshal,Punjabi,88
Din Tere,Badshah,Folk,85
Mohabbat Dil,Arijit Singh,Punjabi,99
Ishq Mohabbat,Arijit Singh,Fusion,97
Raat Din,Shreya Ghoshal,Indie,88
Dil Ishq,Badshah,Punjabi,100
Ishq Zindagi,Shreya Ghoshal,Folk,85
Jaan Mere,Arijit Singh,Fusion,90
Mere Jaan,Shreya Ghoshal,Pop,88
Zindagi Zindagi,Atif Aslam,Folk,85
Mohabbat Din,Arijit Singh,Fusion,92
Jaan Zindagi,Neha Kakkar,Indie,87
Mere Pyar,Atif Aslam,Fusion,88
Dil Mohabbat,Arijit Singh,Punjabi,96
Dil Tere,Shreya Ghoshal,Folk,80
Ishq Zindagi,Neha Kakkar,Fusion,86
Mere Ishq,Shreya Ghoshal,Retro,87
Dil Dil,Shreya Ghoshal,Retro,80
Zindagi Jaan,Sonu Nigam,Hip-Hop,94
Tere Jaan,Jubin Nautiyal,Punjabi,92
Ishq Zindagi,Shreya Ghoshal,Pop,97
Mere Ishq,Shreya Ghoshal,Indie,84
Pyar Tere,Badshah,Retro,83
Din Jaan,Jubin Nautiyal,Pop,94
Dil Pyar,Neha Kakkar,Bollywood,93
Mohabbat Din,Sonu Nigam,Punjabi,100
Tere Zindagi,Neha Kakkar,Hip-Hop,92
Din Mere,Jubin Nautiyal,Folk,97
Ishq Din,Jubin Nautiyal,Pop,98
Mere Tere,Badshah,Indie,95
Dil Raat,KK,Fusion,93
Din Ishq,Sonu Nigam,Fusion,99
Mohabbat Raat,KK,Retro,97
Zindagi Jaan,KK,Punjabi,88
Dil Dil,Arijit Singh,Bollywood,87
Tere Mere,Shreya Ghoshal,Retro,81
Din Zindagi,Arijit Singh,Punjabi,96
Din Zindagi,Sonu Nigam,Retro,98
Mohabbat Din,Atif Aslam,Retro,97
Ishq Zindagi,Jubin Nautiyal,Retro,92
Zindagi Ishq,Neha Kakkar,Indie,80
Mere Tere,Jubin Nautiyal,Fusion,88
Zindagi Jaan,Jubin Nautiyal,Punjabi,94
Ishq Dil,Jubin Nautiyal,Retro,80
Pyar Zindagi,Badshah,Pop,84
Mohabbat Jaan,Shreya Ghoshal,Retro,85
Mere Jaan,Sonu Nigam,Bollywood,86
Dil Mere,Shreya Ghoshal,Hip-Hop,81
Din Din,Atif Aslam,Punjabi,94
Zindagi Ishq,Sonu Nigam,Indie,95
Pyar Jaan,Jubin Nautiyal,Punjabi,98
Ishq Tere,Badshah,Folk,93
Jaan Ishq,Sonu Nigam,Pop,82
Mohabbat Mere,Shreya Ghoshal,Indie,86
Tere Pyar,Sonu Nigam,Bollywood,92
Ishq Ishq,Sonu Nigam,Bollywood,97
Dil Ishq,Jubin Nautiyal,Retro,92
Zindagi Ishq,Jubin Nautiyal,Retro,92
Dil Zindagi,Jubin Nautiyal,Fusion,84
Tere Ishq,Neha Kakkar,Fusion,97
Mohabbat Mohabbat,Sonu Nigam,Hip-Hop,95
Mohabbat Dil,Shreya Ghoshal,Indie,94
Tere Ishq,Neha Kakkar,Retro,97
Jaan Pyar,Jubin Nautiyal,Pop,94
Ishq Raat,Atif Aslam,Indie,83
Raat Dil,Arijit Singh,Pop,97
Zindagi Jaan,KK,Folk,100
Din Zindagi,Arijit Singh,Pop,100
Pyar Tere,KK,Bollywood,94
Raat Ishq,Sonu Nigam,Pop,81
Ishq Raat,Atif Aslam,Folk,86
Zindagi Dil,Badshah,Retro,83
Jaan Dil,Neha Kakkar,Punjabi,80
Din Pyar,Atif Aslam,Bollywood,81
Mohabbat Raat,Shreya Ghoshal,Pop,97
Mere Pyar,Arijit Singh,Punjabi,100
Raat Mere,Jubin Nautiyal,Retro,91
Din Dil,Atif Aslam,Punjabi,96
Din Dil,Sonu Nigam,Hip-Hop,83
Din Dil,KK,Indie,88
Raat Dil,Jubin Nautiyal,Bollywood,86
Tere Zindagi,Sonu Nigam,Retro,95
Pyar Jaan,Sonu Nigam,Fusion,82
Tere Ishq,Jubin Nautiyal,Pop,99
Pyar Din,Badshah,Indie,99
Zindagi Din,Arijit Singh,Folk,86
Jaan Raat,Sonu Nigam,Retro,98
Mohabbat Mere,Arijit Singh,Punjabi,97
Din Pyar,KK,Fusion,84
Mere Mere,Arijit Singh,Folk,100
Dil Dil,KK,Fusion,96
Jaan Jaan,Badshah,Indie,83
Pyar Dil,KK,Pop,90
Dil Din,Shreya Ghoshal,Folk,82
Raat Zindagi,Atif Aslam,Fusion,83
Raat Mohabbat,Shreya Ghoshal,Retro,82
Tere Mere,Badshah,Retro,96
Zindagi Din,Sonu Nigam,Bollywood,89
Dil Mohabbat,Jubin Nautiyal,Bollywood,99
Mere Dil,Arijit Singh,Retro,83
Mohabbat Ishq,Arijit Singh,Retro,89
Jaan Ishq,Arijit Singh,Folk,82
Pyar Tere,KK,Fusion,83
Tere Pyar,Neha Kakkar,Retro,84
Ishq Dil,KK,Pop,91
Raat Ishq,Jubin Nautiyal,Bollywood,83
Tere Din,Atif Aslam,Indie,80
Dil Dil,Atif Aslam,Retro,96
Dil Din,Neha Kakkar,Fusion,97
Raat Jaan,Shreya Ghoshal,Retro,98
Ishq Raat,Arijit Singh,Punjabi,99
Dil Raat,Jubin Nautiyal,Folk,92
Mere Pyar,Badshah,Fusion,87
Mohabbat Raat,Jubin Nautiyal,Folk,90
Mohabbat Dil,Jubin Nautiyal,Fusion,97
Zindagi Dil,Sonu Nigam,Folk,100
Raat Raat,Badshah,Pop,89
Mere Ishq,Sonu Nigam,Folk,91
Mohabbat Tere,Neha Kakkar,Indie,93
Ishq Mohabbat,KK,Fusion,80
Mohabbat Din,Arijit Singh,Pop,86
Dil Din,KK,Folk,91
Mere Ishq,Shreya Ghoshal,Pop,97
Ishq Dil,Sonu Nigam,Folk,80
Zindagi Pyar,KK,Retro,96
Pyar Ishq,Badshah,Pop,97
Jaan Ishq,Neha Kakkar,Hip-Hop,89
Dil Tere,Badshah,Indie,96
Dil Mere,Badshah,Hip-Hop,81
Ishq Jaan,Sonu Nigam,Punjabi,84
Mohabbat Dil,Neha Kakkar,Indie,99
Dil Raat,Atif Aslam,Indie,96
Tere Ishq,Atif Aslam,Folk,99
Ishq Mere,Arijit Singh,Punjabi,91
Mohabbat Ishq,Shreya Ghoshal,Retro,100
Mere Raat,Jubin Nautiyal,Hip-Hop,94
Dil Zindagi,Neha Kakkar,Retro,83
Mere Din,Jubin Nautiyal,Bollywood,93
Ishq Mere,Atif Aslam,Hip-Hop,98
Mere Raat,Jubin Nautiyal,Indie,98
Pyar Ishq,Jubin Nautiyal,Indie,100
Pyar Pyar,KK,Bollywood,88
Zindagi Mohabbat,Arijit Singh,Folk,80
Jaan Mere,Sonu Nigam,Bollywood,88
Mere Mere,Jubin Nautiyal,Indie,83
Mere Tere,Atif Aslam,Fusion,94
Raat Mere,Jubin Nautiyal,Folk,90
Mohabbat Mere,Shreya Ghoshal,Retro,90
Dil Mere,Shreya Ghoshal,Folk,87
Raat Dil,Shreya Ghoshal,Fusion,81
Ishq Pyar,Shreya Ghoshal,Hip-Hop,90
Dil Din,Jubin Nautiyal,Folk,81
Ishq Mohabbat,Shreya Ghoshal,Pop,99
Ishq Din,Jubin Nautiyal,Indie,83
Pyar Pyar,Badshah,Pop,84
Din Din,Arijit Singh,Retro,88
Raat Mohabbat,Shreya Ghoshal,Hip-Hop,100
Tere Zindagi,Arijit Singh,Pop,88
Din Din,Arijit Singh,Bollywood,93
Dil Pyar,Neha Kakkar,Retro,97
Ishq Ishq,Shreya Ghoshal,Retro,86
Zindagi Pyar,Arijit Singh,Indie,98
Mere Dil,Sonu Nigam,Folk,93
Mere Dil,Neha Kakkar,Folk,92
Raat Zindagi,Jubin Nautiyal,Folk,80
Zindagi Din,Sonu Nigam,Fusion,83
Din Mohabbat,Neha Kakkar,Folk,100
Jaan Raat,Arijit Singh,Pop,89
Jaan Dil,KK,Fusion,95
Din Pyar,Arijit Singh,Bollywood,96
Din Tere,Jubin Nautiyal,Hip-Hop,98
Raat Din,Sonu Nigam,Punjabi,85
Pyar Jaan,Shreya Ghoshal,Indie,90
Pyar Tere,Jubin Nautiyal,Folk,99
Ishq Din,Badshah,Pop,97
Jaan Raat,Arijit Singh,Retro,95
Mere Dil,KK,Indie,100
Pyar Raat,Sonu Nigam,Pop,100
Pyar Dil,KK,Bollywood,95
Jaan Raat,Arijit Singh,Retro,81
Raat Raat,KK,Indie,80
Ishq Dil,Atif Aslam,Fusion,84
Mohabbat Din,KK,Punjabi,80
Dil Raat,Atif Aslam,Retro,87
Jaan Jaan,KK,Bollywood,93
Dil Zindagi,KK,Fusion,95
Mere Raat,Neha Kakkar,Retro,90
Din Tere,Sonu Nigam,Bollywood,100
Tere Mohabbat,KK,Hip-Hop,82
Ishq Jaan,Jubin Nautiyal,Indie,83
Zindagi Ishq,Arijit Singh,Retro,80
Pyar Mere,Sonu Nigam,Hip-Hop,99
Mere Raat,KK,Punjabi,80
Raat Zindagi,Sonu Nigam,Pop,96
Raat Din,KK,Indie,82
Mere Ishq,Atif Aslam,Punjabi,97
Zindagi Ishq,Atif Aslam,Retro,87
Mere Pyar,Atif Aslam,Hip-Hop,100
Zindagi Tere,Atif Aslam,Fusion,93
Raat Mohabbat,Badshah,Folk,92
Pyar Zindagi,Atif Aslam,Punjabi,82
Mohabbat Jaan,Jubin Nautiyal,Pop,94
Raat Zindagi,Neha Kakkar,Hip-Hop,97
Tere Zindagi,Shreya Ghoshal,Punjabi,81
Mohabbat Zindagi,Atif Aslam,Folk,91
Jaan Ishq,Sonu Nigam,Fusion,90
Ishq Din,Shreya Ghoshal,Folk,89
Ishq Pyar,Jubin Nautiyal,Fusion,83
Pyar Raat,Shreya Ghoshal,Punjabi,92
Ishq Pyar,KK,Hip-Hop,97
Jaan Dil,Jubin Nautiyal,Bollywood,81
Pyar Din,KK,Pop,91
Pyar Jaan,Jubin Nautiyal,Indie,81
Ishq Pyar,Arijit Singh,Retro,94
Pyar Tere,Sonu Nigam,Fusion,85
Ishq Jaan,Badshah,Punjabi,81
Mohabbat Mere,Badshah,Retro,91
Ishq Zindagi,KK,Hip-Hop,96
Zindagi Mere,Arijit Singh,Punjabi,85
Tere Dil,Neha Kakkar,Bollywood,98
Tere Zindagi,Sonu Nigam,Bollywood,97
Ishq Jaan,Jubin Nautiyal,Pop,99
Ishq Dil,Atif Aslam,Folk,81
Raat Pyar,Badshah,Indie,84
Mohabbat Mohabbat,Arijit Singh,Bollywood,86
Ishq Ishq,Neha Kakkar,Folk,92
Mohabbat Pyar,Sonu Nigam,Folk,95
Mohabbat Mere,Sonu Nigam,Pop,88
Jaan Mere,Badshah,Folk,90
Tere Dil,Neha Kakkar,Folk,90
Jaan Mere,Sonu Nigam,Fusion,81
Mere Pyar,Jubin Nautiyal,Indie,92
Mere Ishq,KK,Bollywood,95
Jaan Mere,Jubin Nautiyal,Bollywood,86
Pyar Ishq,Neha Kakkar,Punjabi,92
Dil Mohabbat,Sonu Nigam,Indie,82
Zindagi Pyar,Badshah,Fusion,90
Ishq Mohabbat,KK,Punjabi,89
Dil Jaan,Badshah,Bollywood,96
Jaan Mere,Arijit Singh,Punjabi,80
Zindagi Pyar,Sonu Nigam,Pop,88
Pyar Pyar,Atif Aslam,Bollywood,94
Zindagi Pyar,Badshah,Hip-Hop,95
Jaan Mere,Arijit Singh,Pop,89
Ishq Ishq,Jubin Nautiyal,Indie,98
Tere Ishq,Jubin Nautiyal,Fusion,97
Raat Din,Sonu Nigam,Pop,80
Din Mohabbat,Neha Kakkar,Folk,83
Jaan Ishq,Badshah,Punjabi,96
Jaan Zindagi,Shreya Ghoshal,Hip-Hop,98
Dil Mohabbat,Shreya Ghoshal,Hip-Hop,96
Mere Tere,Arijit Singh,Hip-Hop,96
Jaan Mohabbat,KK,Hip-Hop,91
Pyar Ishq,KK,Retro,87
Din Jaan,KK,Hip-Hop,98
Din Mere,Atif Aslam,Indie,97
Dil Zindagi,Shreya Ghoshal,Pop,94
Pyar Dil,Neha Kakkar,Folk,81
Zindagi Jaan,Sonu Nigam,Bollywood,83
Tere Raat,Neha Kakkar,Indie,97
Dil Raat,Sonu Nigam,Pop,95
Tere Jaan,Sonu Nigam,Indie,100
Ishq Mohabbat,KK,Pop,82
Raat Pyar,Shreya Ghoshal,Fusion,82
Din Mere,Atif Aslam,Fusion,80
Tere Tere,Sonu Nigam,Punjabi,80
Din Jaan,Atif Aslam,Bollywood,92
Zindagi Pyar,Shreya Ghoshal,Indie,92
Pyar Mere,Jubin Nautiyal,Pop,97
Mere Ishq,Sonu Nigam,Indie,87
Ishq Dil,Badshah,Punjabi,95
Mere Mere,Badshah,Indie,86
Zindagi Mere,Atif Aslam,Retro,95
Tere Din,Sonu Nigam,Retro,95
Mere Mere,Sonu Nigam,Indie,91
Raat Din,Badshah,Punjabi,99
Mere Pyar,KK,Fusion,83
Jaan Din,Arijit Singh,Indie,92
Pyar Tere,Atif Aslam,Folk,90
Pyar Raat,Shreya Ghoshal,Pop,85
Pyar Mere,KK,Indie,100
Pyar Tere,KK,Pop,96
Zindagi Pyar,Sonu Nigam,Fusion,97
Zindagi Raat,Shreya Ghoshal,Folk,84
Ishq Zindagi,Shreya Ghoshal,Pop,94
Pyar Raat,Shreya Ghoshal,Retro,99
Mohabbat Jaan,Neha Kakkar,Indie,80
Raat Raat,Arijit Singh,Punjabi,85
Jaan Zindagi,KK,Fusion,91
Zindagi Dil,KK,Bollywood,91
Ishq Pyar,Jubin Nautiyal,Hip-Hop,89
Din Jaan,Arijit Singh,Pop,98
Tere Zindagi,Sonu Nigam,Hip-Hop,93
Mere Raat,Badshah,Punjabi,98
Raat Mohabbat,Neha Kakkar,Pop,86
Jaan Zindagi,Sonu Nigam,Fusion,95
Raat Zindagi,Neha Kakkar,Indie,87
Dil Dil,Atif Aslam,Pop,97
Zindagi Ishq,Badshah,Retro,82
Pyar Pyar,Atif Aslam,Folk,98
Mohabbat Zindagi,Sonu Nigam,Bollywood,100
Din Mohabbat,Jubin Nautiyal,Folk,92
Ishq Tere,Shreya Ghoshal,Hip-Hop,85
Jaan Dil,Arijit Singh,Pop,88
Tere Mere,Atif Aslam,Fusion,83
Dil Jaan,Atif Aslam,Bollywood,96
Jaan Pyar,Neha Kakkar,Bollywood,96
Tere Pyar,Jubin Nautiyal,Hip-Hop,81
Zindagi Jaan,Badshah,Hip-Hop,83
Mere Dil,KK,Hip-Hop,94
Zindagi Zindagi,Neha Kakkar,Punjabi,92
Tere Mere,KK,Bollywood,89
Zindagi Din,KK,Pop,100
Zindagi Zindagi,Neha Kakkar,Indie,97
Jaan Tere,Neha Kakkar,Fusion,100
Din Mohabbat,Shreya Ghoshal,Indie,80
Jaan Din,Shreya Ghoshal,Folk,80
Jaan Tere,Badshah,Indie,85
Jaan Ishq,Badshah,Punjabi,87
Zindagi Jaan,Arijit Singh,Bollywood,92
Ishq Dil,Jubin Nautiyal,Retro,87
Jaan Zindagi,Atif Aslam,Retro,98
Dil Mohabbat,KK,Retro,100
Pyar Jaan,Neha Kakkar,Retro,80
Mere Jaan,Badshah,Folk,89
Zindagi Tere,Sonu Nigam,Pop,82
Raat Ishq,Arijit Singh,Punjabi,96
Mohabbat Pyar,Jubin Nautiyal,Punjabi,93
Din Mohabbat,Badshah,Folk,99
Din Ishq,Badshah,Punjabi,87
Din Ishq,Arijit Singh,Pop,82
Raat Mere,KK,Folk,89
Zindagi Dil,Arijit Singh,Punjabi,95
Din Zindagi,Sonu Nigam,Hip-Hop,100
Pyar Mere,KK,Indie,85
Tere Zindagi,Atif Aslam,Hip-Hop,98
Zindagi Ishq,Badshah,Pop,82
Dil Ishq,Badshah,Hip-Hop,97
Tere Dil,Shreya Ghoshal,Fusion,90
Tere Din,Jubin Nautiyal,Fusion,89
Din Zindagi,Sonu Nigam,Bollywood,82
Dil Zindagi,KK,Fusion,97
Pyar Tere,Atif Aslam,Pop,93
Mere Tere,Neha Kakkar,Pop,98
Pyar Pyar,KK,Fusion,90
Tere Dil,Jubin Nautiyal,Folk,85
Jaan Dil,KK,Indie,85
Dil Ishq,Sonu Nigam,Punjabi,81
Tere Mere,Sonu Nigam,Pop,82
Zindagi Raat,Atif Aslam,Bollywood,90
Dil Din,Arijit Singh,Hip-Hop,95
Ishq Ishq,KK,Indie,86
Tere Dil,KK,Retro,80
Zindagi Tere,Atif Aslam,Pop,91
Dil Ishq,Neha Kakkar,Hip-Hop,91
Jaan Dil,Jubin Nautiyal,Retro,96
Zindagi Ishq,Arijit Singh,Pop,93
Din Zindagi,Neha Kakkar,Folk,100
Mohabbat Dil,Shreya Ghoshal,Bollywood,91
Din Din,Arijit Singh,Indie,83
Zindagi Dil,Sonu Nigam,Folk,99
Ishq Mere,Arijit Singh,Indie,87
Pyar Din,Sonu Nigam,Pop,89
Jaan Mere,KK,Indie,97
Raat Raat,Arijit Singh,Indie,94
Mohabbat Zindagi,Atif Aslam,Folk,88
Dil Pyar,Neha Kakkar,Pop,96
Dil Dil,Sonu Nigam,Hip-Hop,93
Zindagi Zindagi,Sonu Nigam,Indie,81
Ishq Ishq,Atif Aslam,Retro,85
Ishq Jaan,Jubin Nautiyal,Punjabi,89
Ishq Pyar,Neha Kakkar,Fusion,100
Tere Raat,Neha Kakkar,Fusion,92
Mere Jaan,Neha Kakkar,Bollywood,96
Din Jaan,Neha Kakkar,Punjabi,87
Mohabbat Mohabbat,Badshah,Indie,91
Dil Tere,Shreya Ghoshal,Indie,93
Mohabbat Dil,Atif Aslam,Fusion,99
Tere Mere,KK,Punjabi,92
Zindagi Pyar,Arijit Singh,Hip-Hop,84
Mere Pyar,Shreya Ghoshal,Folk,96
Jaan Din,Neha Kakkar,Punjabi,88
Zindagi Pyar,Sonu Nigam,Folk,89
Ishq Dil,Badshah,Retro,90
Mohabbat Mere,Arijit Singh,Retro,99
Jaan Zindagi,Jubin Nautiyal,Folk,81
Din Dil,Atif Aslam,Folk,100
Raat Zindagi,Arijit Singh,Pop,87
Raat Din,KK,Hip-Hop,82
Dil Ishq,Neha Kakkar,Hip-Hop,89
Mere Mohabbat,Atif Aslam,Bollywood,85
Raat Din,Neha Kakkar,Bollywood,97
Mere Ishq,Jubin Nautiyal,Pop,85
Tere Pyar,Jubin Nautiyal,Fusion,100
Dil Ishq,Sonu Nigam,Bollywood,86
Ishq Jaan,Shreya Ghoshal,Bollywood,100
Tere Pyar,Neha Kakkar,Indie,83
Pyar Pyar,Sonu Nigam,Hip-Hop,96
Ishq Jaan,Sonu Nigam,Punjabi,100
Pyar Jaan,Arijit Singh,Punjabi,92
Pyar Din,Atif Aslam,Folk,92
Mere Zindagi,Badshah,Punjabi,97
Ishq Tere,Shreya Ghoshal,Fusion,84
Mohabbat Jaan,Jubin Nautiyal,Punjabi,87
Ishq Tere,KK,Indie,90
Dil Ishq,Atif Aslam,Pop,88
Zindagi Zindagi,Atif Aslam,Fusion,87
Zindagi Mohabbat,Arijit Singh,Indie,91
Pyar Ishq,Neha Kakkar,Indie,97
Ishq Tere,KK,Punjabi,82
Mohabbat Dil,KK,Retro,91
Raat Din,Jubin Nautiyal,Bollywood,84
Jaan Dil,Neha Kakkar,Pop,80
Tere Pyar,Arijit Singh,Pop,82
Pyar Ishq,Badshah,Hip-Hop,85
Mohabbat Mohabbat,Badshah,Retro,92
Ishq Jaan,KK,Fusion,100
Din Mohabbat,Neha Kakkar,Fusion,92
Tere Tere,Atif Aslam,Folk,85
Din Zindagi,KK,Folk,84
Din Jaan,Atif Aslam,Pop,95
Dil Dil,KK,Fusion,96
Tere Mohabbat,Badshah,Pop,97
Din Jaan,Arijit Singh,Punjabi,80
Pyar Din,KK,Indie,82
Dil Zindagi,Arijit Singh,Hip-Hop,99
Ishq Ishq,Arijit Singh,Folk,99
Din Raat,Sonu Nigam,Fusion,91
Pyar Zindagi,Badshah,Retro,89
Din Dil,Jubin Nautiyal,Pop,86
Mere Pyar,Jubin Nautiyal,Bollywood,81
Dil Dil,Jubin Nautiyal,Fusion,81
